pipeline_name,input_records,output_records,data_size_mb,execution_time_min,expected_time_min,cpu_utilization,memory_utilization,source_delay_min,retry_count,previous_run_duration,previous_failure_count,worker_count,day_of_week,hour,pipeline_failed
products_daily,367398,359362,724.1,14.65,18,44.0,33.3,2.7,0,12.3,0,4,Tuesday,9,0
inventory_daily,583230,587376,883.1,23.06,22,35.1,64.3,5.0,0,20.99,0,6,Friday,20,0
orders_daily,891487,911050,1467.4,25.34,28,54.7,62.7,0.5,0,29.61,0,4,Saturday,14,0
products_daily,255807,259659,445.7,16.08,18,31.8,51.0,1.5,4,10.55,0,4,Monday,0,0
payments_daily,348543,349838,864.0,34.73,32,45.0,51.7,10.4,1,33.35,0,4,Wednesday,11,0
orders_daily,976021,969170,1926.5,27.23,28,52.2,79.8,0.4,1,29.72,0,8,Thursday,0,0
inventory_daily,354636,344384,640.9,19.27,22,43.8,39.8,0.8,0,17.65,1,4,Thursday,3,0
sales_daily,775527,769089,1514.6,27.21,30,44.7,85.8,2.4,0,29.81,0,4,Saturday,2,0
customer_daily,542628,557857,1035.3,28.19,25,62.2,84.2,4.9,0,28.87,0,4,Saturday,18,0
customer_daily,781799,792716,1481.6,19.33,25,27.9,64.1,16.4,0,19.56,0,4,Sunday,2,0
customer_daily,578537,576536,1154.2,26.6,25,60.6,60.7,6.6,0,25.87,0,4,Wednesday,2,0
orders_daily,959079,956512,1648.2,22.47,28,42.8,53.5,,1,28.9,1,4,Monday,16,0
inventory_daily,429997,425399,868.4,24.55,22,68.2,58.2,7.1,0,22.2,0,8,Saturday,2,0
inventory_daily,659769,657448,1288.1,28.88,22,77.0,87.9,0.2,0,29.95,0,4,Thursday,5,0
orders_daily,593863,591567,938.5,23.65,28,18.8,50.5,2.3,0,22.93,0,4,Sunday,12,0
products_daily,328550,335834,691.4,15.11,18,30.6,27.3,8.0,2,15.19,0,8,Wednesday,19,0
customer_daily,483956,473191,804.7,37.01,25,76.5,67.6,1.7,0,27.65,0,4,Wednesday,19,0
sales_daily,718506,717390,1213.1,35.15,30,59.0,83.4,2.0,0,34.85,0,4,Friday,3,0
sales_daily,832989,810041,1490.5,28.25,30,46.0,69.4,5.0,1,33.21,0,8,Monday,3,0
orders_daily,945964,938741,1671.8,27.56,28,42.7,86.4,12.1,0,26.07,0,2,Thursday,16,0
payments_daily,366048,376952,794.5,25.29,32,36.1,40.6,6.3,0,22.42,1,6,Saturday,5,0
customer_daily,669727,675419,1243.1,16.44,25,22.7,43.5,3.2,0,16.34,0,2,Thursday,2,0
sales_daily,697304,698272,1195.8,29.77,30,33.2,50.8,5.6,0,15.72,0,6,Sunday,3,0
orders_daily,870470,867223,1451.8,25.42,28,22.2,67.9,9.6,3,26.21,0,6,Sunday,5,1
products_daily,301898,307275,550.0,20.48,18,43.8,58.6,0.3,2,15.23,0,2,Wednesday,5,0
payments_daily,363675,371580,562.8,32.08,32,31.6,47.9,10.3,0,25.47,0,4,Saturday,6,0
inventory_daily,493431,492247,704.1,20.52,22,21.2,51.5,4.8,1,19.01,0,8,Monday,16,0
orders_daily,1031326,1041216,1669.7,25.89,28,47.9,62.6,7.5,0,19.66,0,4,Sunday,3,0
payments_daily,356537,354110,681.8,22.85,32,40.5,31.9,0.9,1,14.43,0,6,Sunday,3,0
products_daily,312079,309887,761.6,14.35,18,25.4,56.0,7.4,1,12.13,0,2,Saturday,22,0
inventory_daily,461734,462221,938.6,17.68,22,36.3,43.8,3.0,0,16.8,0,4,Thursday,13,0
payments_daily,276329,272230,462.9,37.15,32,72.8,41.0,2.8,0,35.51,0,2,Tuesday,5,0
customer_daily,670023,680755,1383.8,28.11,25,59.6,58.2,14.7,4,28.71,0,4,Saturday,6,0
products_daily,372446,368325,703.5,18.83,18,38.9,55.3,22.7,0,18.64,0,6,Saturday,14,0
orders_daily,979895,1010981,1504.4,39.57,28,73.0,99.0,0.3,0,31.61,0,6,Wednesday,9,0
sales_daily,669200,669754,1079.4,31.53,30,36.0,54.3,7.2,0,22.86,0,6,Saturday,21,0
inventory_daily,581474,580805,866.5,22.3,22,37.0,72.6,15.4,2,18.94,0,4,Tuesday,4,0
inventory_daily,466488,468260,959.4,19.87,22,30.9,61.0,2.7,0,27.72,0,2,Saturday,1,0
orders_daily,1028637,1003054,1977.7,26.56,28,18.2,92.9,1.2,0,26.99,0,6,Friday,12,0
orders_daily,833616,841965,1703.6,23.56,28,34.0,79.0,3.9,0,19.01,0,6,Wednesday,11,0
customer_daily,695929,714850,1335.7,31.76,25,46.3,56.4,9.0,0,31.31,0,4,Friday,4,0
inventory_daily,448150,442127,975.6,24.21,22,51.1,69.3,4.1,0,24.84,0,4,Thursday,3,0
sales_daily,721111,713165,1226.6,28.99,30,46.3,48.9,7.5,0,25.36,0,4,Thursday,5,0
orders_daily,618072,603516,1408.3,26.86,28,47.1,71.2,2.7,2,27.0,0,2,Thursday,2,0
customer_daily,716569,727128,1558.9,32.24,25,67.3,81.3,5.2,0,36.4,0,4,Monday,17,0
inventory_daily,537016,525930,1179.2,25.3,22,60.1,,10.7,0,14.46,0,8,Tuesday,4,0
orders_daily,976759,1002932,2183.9,23.96,28,49.3,98.8,6.5,0,24.0,0,4,Sunday,3,0
orders_daily,949559,950350,1713.3,20.94,28,40.2,68.3,2.0,1,21.42,0,4,Tuesday,13,0
customer_daily,550907,543701,865.3,23.89,25,39.0,38.0,1.3,0,28.78,0,6,Friday,12,0
customer_daily,775566,795976,1324.8,26.36,25,41.2,85.1,2.9,2,22.6,0,2,Wednesday,3,1
customer_daily,779061,771775,1455.9,17.74,25,44.2,62.1,,1,17.35,1,6,Sunday,6,0
customer_daily,547529,551873,1011.5,17.63,25,22.8,25.7,6.3,0,19.59,0,6,Monday,7,0
payments_daily,387248,385116,651.4,29.52,32,35.2,48.1,2.4,0,26.87,0,2,Monday,17,0
orders_daily,1057498,1048033,1594.9,32.58,28,67.5,73.5,4.8,2,29.23,0,6,Tuesday,16,0
customer_daily,588887,576521,1283.5,26.1,25,53.9,67.4,1.5,0,25.96,0,6,Sunday,4,0
sales_daily,752634,752708,1239.2,30.6,30,58.3,53.9,10.0,0,23.17,0,8,Sunday,3,0
customer_daily,719434,732629,1110.0,23.38,25,43.2,60.5,4.2,0,19.44,0,2,Sunday,1,0
products_daily,209380,207705,533.7,21.67,18,72.4,48.6,5.8,2,15.21,0,2,Friday,5,0
inventory_daily,391148,396932,865.8,25.33,22,50.7,58.3,2.0,1,22.06,0,4,Sunday,3,0
products_daily,240613,237434,467.1,26.1,18,69.5,66.3,4.1,1,23.73,0,4,Monday,16,1
products_daily,192221,195033,351.1,17.51,18,32.0,37.0,0.6,0,13.07,0,4,Friday,11,0
customer_daily,791042,795548,1830.9,31.7,25,84.1,93.4,6.1,1,29.42,0,8,Tuesday,4,1
sales_daily,481898,495844,827.7,27.81,30,29.9,51.2,,0,25.81,0,6,Thursday,8,0
orders_daily,961759,925473,1486.3,26.16,28,35.3,52.3,3.6,1,28.08,0,6,Monday,4,0
orders_daily,1046103,1026833,2152.1,29.9,28,53.4,92.7,1.4,0,29.62,0,2,Monday,18,0
products_daily,282384,283024,523.2,17.28,18,48.1,39.6,4.3,1,14.97,0,4,Friday,1,0
sales_daily,693061,693467,979.3,27.34,30,53.1,58.7,3.5,0,24.05,0,4,Friday,13,0
orders_daily,941911,939833,1708.8,31.25,28,45.1,,7.7,0,27.69,0,4,Thursday,5,0
inventory_daily,500183,506408,776.9,19.68,22,15.4,45.9,8.5,0,19.37,0,2,Monday,4,0
orders_daily,1080630,1058092,2061.4,42.39,28,86.1,99.0,4.3,0,36.59,0,4,Wednesday,2,0
inventory_daily,237147,233957,375.2,23.96,22,74.5,59.3,1.4,0,22.04,0,4,Saturday,0,0
products_daily,244877,244110,469.8,20.08,18,54.9,50.8,2.7,0,14.43,0,6,Monday,20,0
customer_daily,723004,697223,1221.4,27.0,25,48.3,58.3,2.8,2,27.4,0,6,Saturday,2,0
inventory_daily,505044,504803,1064.6,32.03,22,93.9,86.7,2.6,0,26.25,1,8,Thursday,8,0
customer_daily,747764,752482,1309.1,33.29,25,71.7,78.7,0.3,0,33.38,0,2,Saturday,2,0
orders_daily,947163,936665,2036.1,34.65,28,52.5,99.0,6.1,2,43.28,1,6,Wednesday,4,0
inventory_daily,486526,493113,1070.3,29.67,22,53.3,65.1,2.0,1,27.63,0,2,Thursday,7,0
payments_daily,328839,332489,558.0,31.89,32,21.5,48.0,5.6,0,31.06,0,8,Sunday,2,0
sales_daily,1172008,1204498,2613.1,37.39,30,52.8,99.0,8.6,1,36.11,0,4,Friday,10,1
sales_daily,1045591,1077902,2296.5,31.95,30,53.5,99.0,0.9,0,23.68,0,4,Friday,1,0
orders_daily,989190,998981,1680.2,35.66,28,66.5,96.3,5.0,0,28.29,0,6,Wednesday,2,0
sales_daily,812554,830539,1739.7,30.77,30,29.8,70.5,9.5,0,27.38,0,2,Monday,10,0
products_daily,332287,341067,747.4,18.79,18,50.9,62.7,7.2,0,13.15,0,4,Saturday,5,0
products_daily,349610,357474,649.6,14.66,18,28.8,30.9,1.4,2,14.6,0,4,Thursday,11,0
customer_daily,704447,713527,1254.1,18.98,25,53.4,44.2,1.6,0,20.18,0,4,Wednesday,3,0
customer_daily,552320,549617,1113.5,30.58,25,55.1,43.2,2.0,0,25.51,0,4,Friday,11,0
inventory_daily,678451,661885,1396.6,22.93,22,27.0,68.9,3.9,0,18.69,0,6,Tuesday,21,0
orders_daily,944317,948325,1778.9,30.58,28,65.9,78.1,3.7,0,32.71,0,4,Sunday,4,0
inventory_daily,701393,702075,1554.3,23.37,22,55.8,77.7,4.4,2,20.74,0,4,Saturday,10,0
inventory_daily,518714,508454,818.0,18.83,22,49.2,45.1,12.0,0,15.81,0,4,Friday,12,0
customer_daily,618065,624178,1268.6,19.89,25,26.8,61.0,6.2,1,19.25,0,8,Wednesday,3,0
products_daily,383048,387844,567.8,22.36,18,83.7,60.0,17.6,0,22.52,0,8,Sunday,5,0
customer_daily,689154,691580,1365.7,27.58,25,55.9,63.7,1.8,0,29.38,0,4,Sunday,18,0
orders_daily,924016,895337,1915.8,36.21,28,58.7,94.7,3.7,0,37.99,0,8,Thursday,15,0
sales_daily,607941,599185,1310.9,24.27,30,36.5,54.6,6.0,1,25.24,0,6,Friday,12,0
sales_daily,905634,915812,1437.3,30.46,30,36.3,62.6,0.3,0,20.69,0,4,Saturday,2,0
products_daily,270401,269453,514.3,21.1,18,50.7,28.1,4.2,0,16.71,0,6,Tuesday,6,0
sales_daily,728353,703450,1527.0,42.99,30,61.3,97.4,4.6,1,33.47,0,2,Sunday,9,0
customer_daily,586228,594369,1096.6,27.4,25,47.2,70.1,1.4,0,29.19,0,4,Tuesday,20,0
sales_daily,870245,855944,1884.3,32.44,30,59.2,91.0,4.8,0,34.45,0,4,Monday,23,0
orders_daily,623632,596459,1041.7,24.43,28,32.4,62.0,,0,24.12,0,4,Tuesday,19,0
inventory_daily,478915,468129,912.1,21.23,22,48.1,53.7,5.8,1,18.8,0,6,Saturday,5,0
inventory_daily,598027,598708,911.1,16.92,22,34.9,54.2,10.0,0,15.6,0,4,Thursday,11,0
orders_daily,675779,687815,1106.9,24.65,28,40.4,52.7,3.0,0,18.15,0,2,Saturday,4,0
orders_daily,931118,935631,1681.4,34.41,28,55.0,97.3,12.8,2,38.01,0,6,Wednesday,15,0
payments_daily,305802,305132,588.8,27.48,32,26.4,34.9,11.7,0,23.19,0,2,Wednesday,4,0
products_daily,275778,273530,601.1,18.15,18,43.2,53.7,20.2,0,15.2,0,2,Sunday,2,0
payments_daily,465860,463015,677.1,28.98,32,53.5,42.9,1.2,0,28.48,0,4,Monday,18,0
orders_daily,602911,593129,1030.4,29.71,28,61.8,66.5,13.3,0,32.05,0,2,Sunday,3,0
sales_daily,922500,926453,1770.6,26.6,30,44.3,64.7,0.1,0,26.28,0,2,Saturday,15,0
payments_daily,316545,314217,654.9,34.41,32,40.8,64.2,13.5,0,30.1,0,4,Wednesday,4,0
customer_daily,581403,591715,968.3,27.08,25,50.1,75.1,10.4,0,17.71,1,6,Wednesday,10,0
products_daily,233306,233639,453.0,15.81,18,49.7,31.8,10.4,0,11.53,0,4,Thursday,21,0
inventory_daily,575389,563335,1009.5,17.31,22,30.3,26.7,1.2,0,15.75,0,2,Wednesday,21,0
inventory_daily,480859,474194,943.7,17.97,22,41.9,43.8,7.9,0,16.57,0,2,Friday,20,0
sales_daily,749172,745274,1071.0,34.44,30,46.0,40.6,5.0,0,35.51,0,6,Tuesday,4,0
inventory_daily,510983,515569,990.1,15.84,22,15.0,41.3,2.5,0,12.86,0,2,Saturday,22,0
customer_daily,627862,626830,1316.1,21.18,25,24.8,60.5,4.3,0,19.58,1,4,Tuesday,16,0
sales_daily,479889,481317,931.8,30.07,30,28.6,52.6,1.8,0,24.14,0,6,Wednesday,1,0
products_daily,270550,262492,473.2,23.1,18,56.3,55.2,3.4,0,21.64,0,6,Tuesday,2,0
orders_daily,1061179,1036278,2275.5,32.44,28,55.0,86.0,8.5,0,30.86,0,8,Saturday,23,0
orders_daily,628809,627150,1135.7,25.54,28,38.8,50.2,4.0,3,25.86,1,4,Saturday,4,0
orders_daily,703811,719931,1413.2,24.92,28,29.1,60.5,9.8,0,22.11,0,4,Wednesday,5,0
payments_daily,320124,323814,408.9,31.13,32,39.2,46.1,10.4,0,23.69,0,8,Friday,3,0
customer_daily,555668,567430,909.8,33.36,25,52.0,74.2,6.8,0,28.66,0,4,Sunday,12,0
orders_daily,894980,919688,1830.4,22.05,28,40.9,82.7,0.9,0,22.32,0,4,Tuesday,3,0
sales_daily,625107,605816,1209.1,23.66,30,26.7,58.0,6.8,0,25.6,0,4,Sunday,3,0
customer_daily,599578,601976,941.2,24.6,25,43.0,47.5,6.8,0,20.93,0,6,Sunday,5,0
inventory_daily,495200,498865,927.9,23.97,22,34.0,55.7,1.4,0,18.28,0,2,Wednesday,23,0
customer_daily,734362,741844,1524.7,20.8,25,40.4,58.7,3.7,0,19.57,0,8,Friday,15,0
products_daily,374687,370763,547.3,21.09,18,59.6,49.1,11.7,0,17.93,0,2,Monday,16,0
orders_daily,852921,861873,1499.6,32.86,28,54.5,62.2,4.8,0,29.98,0,4,Thursday,7,0
inventory_daily,688806,696030,1197.6,21.78,22,35.7,58.2,6.8,0,16.16,0,4,Wednesday,11,0
sales_daily,770575,792131,1200.8,27.44,30,43.5,58.2,7.1,0,18.23,1,4,Friday,18,0
customer_daily,757753,775039,1168.1,25.85,25,37.2,69.5,1.2,0,22.6,0,4,Saturday,4,0
customer_daily,901096,903108,1489.1,16.34,25,32.1,55.0,10.8,1,14.89,0,4,Monday,18,0
customer_daily,668110,682626,1336.5,17.16,25,36.9,60.8,8.9,0,15.4,0,4,Saturday,17,0
orders_daily,652765,666657,1471.0,30.39,28,41.3,84.7,5.2,2,24.53,1,2,Wednesday,11,0
orders_daily,916362,927653,1454.1,20.8,28,31.1,64.1,5.4,1,15.41,0,6,Friday,8,0
customer_daily,570486,570867,1126.6,21.51,25,25.9,50.2,1.1,0,24.5,1,2,Tuesday,12,0
orders_daily,850602,850272,1462.3,29.2,28,30.3,74.3,16.7,1,21.34,0,6,Monday,3,0
orders_daily,1257295,1260063,2402.7,33.43,28,52.4,99.0,23.3,0,36.1,0,4,Saturday,4,0
sales_daily,604357,591012,846.9,32.4,30,47.7,69.4,2.5,0,28.24,1,6,Monday,15,0
sales_daily,848074,822842,1675.2,29.47,30,32.0,76.7,10.2,0,30.62,0,8,Sunday,13,0
products_daily,247336,254221,309.2,17.93,18,47.4,33.8,0.6,0,17.2,0,6,Tuesday,4,0
sales_daily,750774,720170,1217.8,27.61,30,42.7,70.0,7.2,0,23.43,0,4,Friday,2,0
inventory_daily,574484,590451,895.8,22.04,22,60.7,46.6,1.5,0,19.47,0,6,Saturday,8,0
sales_daily,850906,870420,1799.4,29.3,30,49.5,96.7,1.7,1,25.32,0,6,Monday,12,0
orders_daily,859494,877293,1444.6,33.37,28,70.8,87.6,20.7,0,30.52,0,4,Sunday,13,0
sales_daily,696031,703583,1031.0,29.89,30,42.5,59.1,1.9,3,34.21,0,6,Tuesday,3,0
sales_daily,850572,831052,1623.4,27.81,30,44.8,68.2,12.4,0,24.37,0,4,Sunday,3,0
products_daily,402461,390791,754.4,21.36,18,62.0,57.1,5.9,0,21.65,1,4,Saturday,2,0
sales_daily,655783,676829,1335.1,30.98,30,38.8,65.3,5.9,0,28.76,0,2,Wednesday,6,0
payments_daily,483816,484681,1042.4,34.56,32,52.4,71.8,9.6,1,26.59,0,2,Friday,2,0
inventory_daily,619949,605675,812.7,16.45,22,34.0,30.8,9.9,4,15.66,0,6,Tuesday,5,0
customer_daily,828015,825374,1294.2,20.58,25,33.9,61.9,4.5,0,19.82,0,2,Saturday,5,0
payments_daily,371590,382288,698.2,32.54,32,47.3,40.2,2.1,0,29.35,0,6,Wednesday,19,0
orders_daily,1110803,1106890,1675.9,33.46,28,50.1,96.5,27.1,2,28.77,0,4,Thursday,0,1
payments_daily,279381,282225,421.4,36.81,32,75.3,49.5,0.0,0,36.45,0,4,Wednesday,3,0
sales_daily,693112,669719,1256.0,26.01,30,28.9,61.8,,0,24.98,0,4,Wednesday,4,0
orders_daily,1037846,1032290,1992.7,30.06,28,46.5,93.7,8.7,0,30.21,0,2,Saturday,1,0
products_daily,317750,321211,489.2,22.51,18,76.5,47.3,6.0,0,21.13,0,2,Wednesday,14,0
sales_daily,776259,750631,1442.7,27.62,30,54.5,66.6,13.5,0,28.25,0,4,Saturday,21,0
sales_daily,399582,425869,881.3,26.89,30,35.3,43.3,8.4,0,26.36,0,2,Monday,8,0
sales_daily,730324,740409,1390.0,34.45,30,54.7,68.1,7.7,0,33.57,0,4,Friday,4,0
customer_daily,497373,497666,1102.3,32.51,25,76.5,76.4,8.5,1,34.66,1,4,Saturday,5,0
sales_daily,878965,927390,1500.3,30.95,30,57.9,53.9,5.9,0,27.51,0,4,Saturday,21,0
products_daily,288529,295584,420.8,13.89,18,32.7,20.0,13.0,0,9.7,0,4,Tuesday,4,0
orders_daily,786905,790083,1235.3,31.0,28,59.1,72.0,8.2,1,31.56,0,8,Saturday,1,0
customer_daily,993578,1016198,2037.3,27.63,25,54.9,82.5,2.2,0,22.16,0,2,Monday,15,0
products_daily,362290,356066,677.6,19.7,18,28.6,58.2,0.3,0,15.51,0,4,Wednesday,21,0
inventory_daily,605587,630494,1088.5,19.63,22,46.1,50.4,1.6,1,19.53,1,6,Monday,11,0
payments_daily,504155,504283,1115.1,49.63,32,70.4,87.7,9.3,0,37.67,0,4,Saturday,3,0
payments_daily,406153,410418,682.7,44.22,32,61.2,71.1,3.0,3,48.15,1,6,Friday,1,0
orders_daily,761228,777121,1711.2,27.27,28,40.7,68.5,6.7,0,23.2,0,2,Friday,4,0
payments_daily,287847,280444,602.7,25.87,32,26.0,28.5,6.9,0,28.72,0,6,Tuesday,18,0
products_daily,357894,350169,581.6,16.06,18,31.3,23.1,8.0,0,12.41,0,4,Saturday,5,0
customer_daily,382283,384070,659.6,28.65,25,75.8,48.4,11.3,0,26.91,0,6,Friday,14,1
orders_daily,885999,875994,1895.3,30.83,28,63.3,68.5,6.7,4,25.0,0,4,Wednesday,10,0
orders_daily,509197,501456,812.7,31.6,28,57.8,38.8,11.6,3,26.17,0,2,Monday,5,0
inventory_daily,509884,510004,850.3,23.61,22,60.3,51.8,4.4,0,26.25,0,4,Tuesday,16,0
sales_daily,936651,943074,1886.3,35.81,30,75.7,84.1,15.3,4,29.42,0,6,Tuesday,3,0
inventory_daily,527941,531096,723.8,19.13,22,26.6,40.2,6.4,0,18.84,0,2,Monday,6,0
payments_daily,415667,424697,649.9,27.3,32,30.5,31.2,1.1,0,19.95,1,8,Friday,11,0
inventory_daily,696482,705539,1340.6,23.01,22,52.4,60.9,3.4,0,22.21,1,4,Sunday,8,0
inventory_daily,485646,486206,894.6,17.8,22,32.1,54.7,5.2,0,12.62,0,6,Monday,3,0
sales_daily,1249224,1243612,2173.0,22.02,30,22.4,70.9,5.3,0,17.38,1,2,Tuesday,2,0
products_daily,312760,309781,544.4,18.68,18,57.9,45.8,1.9,0,16.65,0,2,Thursday,10,0
orders_daily,1070849,1051995,1857.9,24.54,28,34.0,75.3,1.6,0,23.98,0,4,Saturday,16,0
customer_daily,570561,557272,897.7,25.56,25,33.6,55.0,3.6,0,23.99,0,4,Sunday,7,0
orders_daily,1191476,1178791,1818.7,29.41,28,62.5,72.8,22.8,2,26.72,0,8,Monday,21,0
customer_daily,785422,758686,1253.0,21.41,25,50.4,58.2,8.7,0,17.61,0,6,Monday,3,0
payments_daily,453001,455999,843.2,32.19,32,65.4,,1.8,0,35.91,0,6,Tuesday,4,0
orders_daily,909810,926274,1864.2,25.03,28,57.2,,4.2,0,20.09,0,4,Thursday,22,0
inventory_daily,374458,374794,649.5,16.3,22,24.2,26.0,5.3,0,15.96,0,8,Sunday,19,0
customer_daily,709851,715769,1513.7,27.46,25,48.2,67.0,5.4,1,28.4,1,4,Tuesday,3,0
sales_daily,528476,518376,930.2,38.33,30,45.7,55.2,,0,39.26,0,4,Thursday,1,0
sales_daily,746210,741351,1440.7,31.48,30,38.9,60.7,3.1,0,25.14,0,4,Wednesday,18,0
orders_daily,934394,939382,1737.2,36.99,28,71.1,99.0,7.7,0,36.29,0,4,Saturday,0,0
products_daily,442633,447530,749.6,20.37,18,38.7,54.2,5.0,1,18.53,0,2,Monday,13,0
customer_daily,691411,706898,1335.0,21.95,25,42.3,48.1,6.8,0,19.8,0,4,Wednesday,5,0
customer_daily,668139,668563,1464.1,25.25,25,50.1,72.9,0.6,0,25.65,0,4,Friday,3,0
products_daily,296218,292972,583.2,26.25,18,69.5,74.9,5.0,1,24.83,2,6,Saturday,20,0
sales_daily,585265,584519,1081.9,26.29,30,42.1,49.5,5.1,0,29.88,0,4,Thursday,2,0
sales_daily,813732,821578,1306.9,30.51,30,52.7,65.8,4.7,0,26.82,0,4,Thursday,3,0
payments_daily,357201,352020,570.8,39.09,32,49.7,48.9,2.2,0,33.74,0,2,Monday,5,0
inventory_daily,403139,404132,729.8,26.11,22,53.3,54.9,1.9,0,28.76,0,4,Monday,11,0
products_daily,228795,227058,387.0,15.89,18,39.3,28.4,0.2,0,16.39,0,6,Wednesday,3,0
inventory_daily,451842,445354,824.0,32.51,22,68.8,74.0,15.5,0,29.14,1,2,Thursday,4,0
payments_daily,354545,353902,566.0,32.27,32,16.6,38.2,4.4,0,24.51,0,6,Friday,9,0
inventory_daily,454244,452687,868.5,21.42,22,45.3,55.5,6.5,1,19.02,1,4,Thursday,13,0
payments_daily,276438,273416,427.6,28.05,32,27.7,38.8,11.8,0,23.63,0,8,Sunday,15,1
inventory_daily,528927,542864,1188.2,28.77,22,50.3,76.8,44.8,0,27.99,0,4,Monday,5,0
orders_daily,996996,1002898,1594.1,22.07,28,19.7,63.5,4.3,0,14.41,0,2,Sunday,0,0
sales_daily,819407,824282,1368.8,28.1,30,25.4,50.5,1.2,1,26.66,0,4,Friday,4,0
orders_daily,798663,793555,1630.4,35.72,28,60.7,93.9,1.1,0,24.82,0,2,Sunday,4,0
customer_daily,727329,725586,1555.9,28.4,25,70.8,78.5,8.4,1,24.44,0,4,Saturday,7,0
inventory_daily,480946,475072,999.3,30.83,22,83.2,72.6,1.3,1,30.53,0,2,Monday,21,0
orders_daily,685964,692450,1406.5,35.36,28,66.4,90.3,6.3,0,28.17,0,4,Wednesday,5,0
orders_daily,1086523,1108475,1959.6,23.2,28,28.3,75.3,9.7,0,18.37,0,2,Monday,7,0
orders_daily,963631,1019587,1623.9,30.97,28,54.9,,12.4,0,29.97,0,8,Friday,0,0
sales_daily,780913,775074,1792.7,23.7,30,37.8,65.6,6.8,1,20.37,0,4,Sunday,3,0
inventory_daily,342894,338943,786.7,24.96,22,66.0,50.5,5.6,0,18.73,0,6,Sunday,9,0
sales_daily,680822,689699,1550.5,24.34,30,24.2,72.7,2.1,0,20.71,0,4,Monday,12,0
payments_daily,491299,503259,766.7,32.11,32,25.3,49.7,3.8,1,31.17,0,6,Sunday,14,0
customer_daily,453915,456139,666.6,19.5,25,48.7,41.4,0.6,0,17.14,0,6,Sunday,21,0
payments_daily,332405,337481,682.9,29.09,32,51.5,38.4,8.1,1,30.74,0,8,Saturday,4,0
customer_daily,647876,648232,1149.5,22.75,25,38.7,50.6,17.4,0,20.26,0,8,Sunday,16,0
products_daily,319228,308373,582.7,17.55,18,37.9,56.8,16.8,0,17.05,0,2,Monday,16,0
inventory_daily,350282,352828,655.2,26.28,22,52.7,50.8,12.0,0,27.0,0,4,Saturday,0,0
inventory_daily,517417,520579,1204.8,19.1,22,29.2,58.5,2.6,0,17.56,0,6,Saturday,3,0
sales_daily,530223,533205,973.5,23.97,30,15.0,53.2,31.3,0,22.32,1,6,Friday,4,0
sales_daily,815588,815755,1696.2,30.86,30,43.9,70.0,4.8,2,26.38,0,4,Saturday,3,1
sales_daily,695616,729122,1085.3,35.0,30,54.9,68.1,13.7,0,34.11,0,4,Tuesday,2,0
customer_daily,537436,543812,916.2,23.99,25,30.7,44.5,1.4,0,20.47,1,6,Tuesday,3,0
products_daily,350089,359002,660.4,20.31,18,54.2,59.0,16.5,0,20.61,0,2,Tuesday,4,0
customer_daily,619371,616855,1245.7,24.47,25,53.8,47.6,22.1,0,15.11,0,4,Thursday,9,0
customer_daily,711582,739766,1351.7,24.1,25,36.8,85.5,8.5,3,17.58,0,4,Tuesday,1,0
orders_daily,991228,986678,2118.7,32.5,28,67.5,99.0,7.9,0,29.76,0,6,Saturday,7,0
payments_daily,438896,441494,934.4,40.45,32,66.9,70.2,1.9,0,41.33,0,6,Thursday,3,0
orders_daily,682513,684667,1365.2,31.6,28,56.8,64.5,16.1,0,32.1,0,6,Tuesday,5,0
inventory_daily,591901,588944,879.9,22.56,22,37.1,58.3,1.0,0,18.31,0,8,Sunday,17,0
sales_daily,802633,808634,1715.7,23.02,30,43.1,63.0,5.0,0,21.54,0,4,Saturday,3,0
orders_daily,831937,813512,1514.2,28.05,28,48.6,57.4,4.5,0,24.09,0,2,Tuesday,4,0
orders_daily,693134,701933,1123.5,23.1,28,37.5,58.6,,2,23.82,0,4,Thursday,3,0
orders_daily,1009186,1005997,1915.2,29.93,28,59.5,84.7,5.9,0,26.27,1,4,Wednesday,3,0
sales_daily,652444,657071,1134.8,27.41,30,29.6,40.1,2.0,0,24.17,0,4,Wednesday,6,0
customer_daily,717314,689920,1372.8,34.14,25,78.9,99.0,5.8,0,33.99,0,6,Friday,23,0
customer_daily,900618,925537,1617.1,31.93,25,60.0,76.3,2.1,1,29.52,0,4,Friday,19,0
sales_daily,956796,935635,1535.4,33.86,30,49.4,78.1,6.3,0,32.34,0,6,Saturday,4,0
sales_daily,1022629,989019,2057.7,22.6,30,28.4,73.7,0.6,0,17.99,0,6,Thursday,2,0
inventory_daily,428099,418829,645.0,18.64,22,29.4,28.0,7.2,1,18.7,0,2,Saturday,14,0
products_daily,345763,348388,653.9,22.38,18,55.8,59.0,0.8,0,26.62,0,4,Tuesday,2,0
products_daily,231347,234169,393.6,17.48,18,36.3,21.5,14.7,0,16.94,0,2,Wednesday,4,0
payments_daily,333656,316827,730.8,35.57,32,51.1,57.9,12.6,0,31.77,0,4,Monday,2,0
orders_daily,1213428,1214732,1968.5,21.72,28,16.0,69.5,6.3,0,19.74,0,4,Thursday,4,0
sales_daily,702745,697763,1393.3,21.96,30,18.8,45.7,3.1,2,17.49,0,6,Wednesday,7,0
customer_daily,794476,815942,1287.7,23.59,25,45.3,56.6,,0,15.73,0,2,Tuesday,6,0
inventory_daily,601564,603919,1131.8,24.83,22,44.0,65.3,2.2,0,25.22,0,2,Monday,8,0
